filterType,filterOpt,splitByOpt,splitByOpt_category,responseOpt
State,MA,Size,"$500,000 - $999,999",Serving internationally
State,MA,Size,"$1 million - $9,999,999",Serving internationally
State,MA,Size,$10 million and above,Serving internationally
State,MA,Sector,"Arts, culture, and humanities",Serving internationally
State,MA,Sector,Education,Serving internationally
State,MA,Sector,Environment and animals,Serving internationally
State,MA,Sector,Health,Serving internationally
State,MA,Sector,Human services,Serving internationally
State,MA,Sector,"International, foreign affairs",Serving internationally
State,MA,Sector,"Public, societal benefit",Serving internationally
State,MA,Rural/Urban,Rural,Serving internationally
State,MA,Rural/Urban,Urban,Serving internationally
State,MI,"","",Serving internationally
State,MI,Size,"< $100,000",Serving internationally
State,MI,Size,"$100,000 - $499,999",Serving internationally
State,MI,Size,"$500,000 - $999,999",Serving internationally
State,MI,Size,"$1 million - $9,999,999",Serving internationally
State,MI,Size,$10 million and above,Serving internationally
State,MI,Sector,"Arts, culture, and humanities",Serving internationally
State,MI,Sector,Education,Serving internationally
State,MI,Sector,Environment and animals,Serving internationally
State,MI,Sector,Health,Serving internationally
State,MI,Sector,Human services,Serving internationally
State,MI,Sector,"International, foreign affairs",Serving internationally
State,MI,Sector,"Public, societal benefit",Serving internationally
State,MI,Rural/Urban,Rural,Serving internationally
State,MI,Rural/Urban,Urban,Serving internationally
State,MN,"","",Serving internationally
State,MN,Size,"< $100,000",Serving internationally
State,MN,Size,"$100,000 - $499,999",Serving internationally
State,MN,Size,"$500,000 - $999,999",Serving internationally
State,MN,Size,"$1 million - $9,999,999",Serving internationally
State,MN,Size,$10 million and above,Serving internationally
State,MN,Sector,"Arts, culture, and humanities",Serving internationally
State,MN,Sector,Education,Serving internationally
State,MN,Sector,Environment and animals,Serving internationally
State,MN,Sector,Health,Serving internationally
State,MN,Sector,Human services,Serving internationally
State,MN,Sector,"International, foreign affairs",Serving internationally
State,MN,Sector,"Public, societal benefit",Serving internationally
State,MN,Rural/Urban,Rural,Serving internationally
State,MN,Rural/Urban,Urban,Serving internationally
State,MS,"","",Serving internationally
State,MS,Size,"< $100,000",Serving internationally
State,MS,Size,"$100,000 - $499,999",Serving internationally
State,MS,Size,"$500,000 - $999,999",Serving internationally
State,MS,Size,"$1 million - $9,999,999",Serving internationally
State,MS,Size,$10 million and above,Serving internationally
State,MS,Sector,"Arts, culture, and humanities",Serving internationally
State,MS,Sector,Education,Serving internationally
State,MS,Sector,Environment and animals,Serving internationally
State,MS,Sector,Health,Serving internationally
State,MS,Sector,Human services,Serving internationally
State,MS,Sector,"International, foreign affairs",Serving internationally
State,MS,Sector,"Public, societal benefit",Serving internationally
State,MS,Rural/Urban,Rural,Serving internationally
State,MS,Rural/Urban,Urban,Serving internationally
State,MO,"","",Serving internationally
State,MO,Size,"< $100,000",Serving internationally
State,MO,Size,"$100,000 - $499,999",Serving internationally
State,MO,Size,"$500,000 - $999,999",Serving internationally
State,MO,Size,"$1 million - $9,999,999",Serving internationally
State,MO,Size,$10 million and above,Serving internationally
State,MO,Sector,"Arts, culture, and humanities",Serving internationally
State,MO,Sector,Education,Serving internationally
State,MO,Sector,Environment and animals,Serving internationally
State,MO,Sector,Health,Serving internationally
State,MO,Sector,Human services,Serving internationally
State,MO,Sector,"International, foreign affairs",Serving internationally
State,MO,Sector,"Public, societal benefit",Serving internationally
State,MO,Rural/Urban,Rural,Serving internationally
State,MO,Rural/Urban,Urban,Serving internationally
State,MT,"","",Serving internationally
State,MT,Size,"< $100,000",Serving internationally
State,MT,Size,"$100,000 - $499,999",Serving internationally
State,MT,Size,"$500,000 - $999,999",Serving internationally
State,MT,Size,"$1 million - $9,999,999",Serving internationally
State,MT,Size,$10 million and above,Serving internationally
State,MT,Sector,"Arts, culture, and humanities",Serving internationally
State,MT,Sector,Education,Serving internationally
State,MT,Sector,Environment and animals,Serving internationally
State,MT,Sector,Health,Serving internationally
State,MT,Sector,Human services,Serving internationally
State,MT,Sector,"International, foreign affairs",Serving internationally
State,MT,Sector,"Public, societal benefit",Serving internationally
State,MT,Rural/Urban,Rural,Serving internationally
State,MT,Rural/Urban,Urban,Serving internationally
State,NE,"","",Serving internationally
State,NE,Size,"< $100,000",Serving internationally
State,NE,Size,"$100,000 - $499,999",Serving internationally
State,NE,Size,"$500,000 - $999,999",Serving internationally
State,NE,Size,"$1 million - $9,999,999",Serving internationally
State,NE,Size,$10 million and above,Serving internationally
State,NE,Sector,"Arts, culture, and humanities",Serving internationally
State,NE,Sector,Education,Serving internationally
State,NE,Sector,Environment and animals,Serving internationally
State,NE,Sector,Health,Serving internationally
State,NE,Sector,Human services,Serving internationally
State,NE,Sector,"International, foreign affairs",Serving internationally
State,NE,Sector,"Public, societal benefit",Serving internationally
State,NE,Rural/Urban,Rural,Serving internationally
State,NE,Rural/Urban,Urban,Serving internationally
State,NV,"","",Serving internationally
State,NV,Size,"< $100,000",Serving internationally
State,NV,Size,"$100,000 - $499,999",Serving internationally
State,NV,Size,"$500,000 - $999,999",Serving internationally
State,NV,Size,"$1 million - $9,999,999",Serving internationally
State,NV,Size,$10 million and above,Serving internationally
State,NV,Sector,"Arts, culture, and humanities",Serving internationally
State,NV,Sector,Education,Serving internationally
State,NV,Sector,Environment and animals,Serving internationally
State,NV,Sector,Health,Serving internationally
State,NV,Sector,Human services,Serving internationally
State,NV,Sector,"International, foreign affairs",Serving internationally
State,NV,Sector,"Public, societal benefit",Serving internationally
State,NV,Rural/Urban,Rural,Serving internationally
State,NV,Rural/Urban,Urban,Serving internationally
State,NH,"","",Serving internationally
State,NH,Size,"< $100,000",Serving internationally
State,NH,Size,"$100,000 - $499,999",Serving internationally
State,NH,Size,"$500,000 - $999,999",Serving internationally
State,NH,Size,"$1 million - $9,999,999",Serving internationally
State,NH,Size,$10 million and above,Serving internationally
State,NH,Sector,"Arts, culture, and humanities",Serving internationally
State,NH,Sector,Education,Serving internationally
State,NH,Sector,Environment and animals,Serving internationally
State,NH,Sector,Health,Serving internationally
State,NH,Sector,Human services,Serving internationally
State,NH,Sector,"International, foreign affairs",Serving internationally
State,NH,Sector,"Public, societal benefit",Serving internationally
State,NH,Rural/Urban,Rural,Serving internationally
State,NH,Rural/Urban,Urban,Serving internationally
State,NJ,"","",Serving internationally
State,NJ,Size,"< $100,000",Serving internationally
State,NJ,Size,"$100,000 - $499,999",Serving internationally
State,NJ,Size,"$500,000 - $999,999",Serving internationally
State,NJ,Size,"$1 million - $9,999,999",Serving internationally
State,NJ,Size,$10 million and above,Serving internationally
State,NJ,Sector,"Arts, culture, and humanities",Serving internationally
State,NJ,Sector,Education,Serving internationally
State,NJ,Sector,Environment and animals,Serving internationally
State,NJ,Sector,Health,Serving internationally
State,NJ,Sector,Human services,Serving internationally
State,NJ,Sector,"International, foreign affairs",Serving internationally
State,NJ,Sector,"Public, societal benefit",Serving internationally
State,NJ,Rural/Urban,Rural,Serving internationally
State,NJ,Rural/Urban,Urban,Serving internationally
State,NM,"","",Serving internationally
State,NM,Size,"< $100,000",Serving internationally
State,NM,Size,"$100,000 - $499,999",Serving internationally
State,NM,Size,"$500,000 - $999,999",Serving internationally
State,NM,Size,"$1 million - $9,999,999",Serving internationally
State,NM,Size,$10 million and above,Serving internationally
State,NM,Sector,"Arts, culture, and humanities",Serving internationally
State,NM,Sector,Education,Serving internationally
State,NM,Sector,Environment and animals,Serving internationally
State,NM,Sector,Health,Serving internationally
State,NM,Sector,Human services,Serving internationally
State,NM,Sector,"International, foreign affairs",Serving internationally
State,NM,Sector,"Public, societal benefit",Serving internationally
State,NM,Rural/Urban,Rural,Serving internationally
State,NM,Rural/Urban,Urban,Serving internationally
State,NY,"","",Serving internationally
State,NY,Size,"< $100,000",Serving internationally
State,NY,Size,"$100,000 - $499,999",Serving internationally
State,NY,Size,"$500,000 - $999,999",Serving internationally
State,NY,Size,"$1 million - $9,999,999",Serving internationally
State,NY,Size,$10 million and above,Serving internationally
State,NY,Sector,"Arts, culture, and humanities",Serving internationally
State,NY,Sector,Education,Serving internationally
State,NY,Sector,Environment and animals,Serving internationally
State,NY,Sector,Health,Serving internationally
State,NY,Sector,Human services,Serving internationally
State,NY,Sector,"International, foreign affairs",Serving internationally
State,NY,Sector,"Public, societal benefit",Serving internationally
State,NY,Rural/Urban,Rural,Serving internationally
State,NY,Rural/Urban,Urban,Serving internationally
State,NC,"","",Serving internationally
State,NC,Size,"< $100,000",Serving internationally
State,NC,Size,"$100,000 - $499,999",Serving internationally
